principle_a,principle_b,a_designed_a_scored,a_designed_b_scored,b_designed_a_scored,b_designed_b_scored,diff_within_a,diff_within_b,interaction,ci_lower,ci_upper,p_value,estimable,excludes_zero,n_scenarios_a,n_scenarios_b,p_holm,significant,failure_class
respect-user-attention,enable-meaningful-choices,-0.2361111111111111,-0.19444444444444445,0.1111111111111111,0.5972222222222222,-0.04166666666666666,0.4861111111111111,0.4444444444444444,0.18055555555555558,0.7222222222222222,0.0013998600139986002,True,True,12,12,0.009799020097990201,True,
respect-user-attention,enhance-human-capabilities,-0.2361111111111111,-0.05555555555555555,-0.05555555555555555,0.7916666666666666,-0.18055555555555555,0.8472222222222222,0.6666666666666666,0.34722222222222227,0.9722222222222222,0.00039996000399960006,True,True,12,12,0.005599440055994401,True,
respect-user-attention,protect-dignity-and-safety,-0.2361111111111111,-0.3472222222222222,0.2777777777777778,0.6111111111111112,0.1111111111111111,0.33333333333333337,0.4444444444444445,0.2361111111111111,0.6666666666666666,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
respect-user-attention,foster-healthy-relationships,-0.2361111111111111,-0.2777777777777778,0.2222222222222222,0.7638888888888888,0.041666666666666685,0.5416666666666666,0.5833333333333333,0.20833333333333331,0.9166666666666666,0.003999600039996,True,True,12,12,0.023997600239976002,True,
respect-user-attention,prioritize-long-term-wellbeing,-0.2361111111111111,0.1111111111111111,0.2361111111111111,0.9027777777777778,-0.3472222222222222,0.6666666666666667,0.31944444444444453,-0.02777777777777779,0.6527777777777777,0.07539246075392461,True,False,12,12,0.22617738226177383,False,underpowered
respect-user-attention,be-transparent-and-honest,-0.2361111111111111,-0.4722222222222222,-0.16666666666666666,0.3333333333333333,0.2361111111111111,0.5,0.7361111111111112,0.3055555555555556,1.1527777777777777,0.0007999200079992001,True,True,12,12,0.006399360063993601,True,
respect-user-attention,design-for-equity-and-inclusion,-0.2361111111111111,-0.4027777777777778,0.2222222222222222,0.4166666666666667,0.16666666666666669,0.19444444444444448,0.36111111111111116,-0.12499999999999997,0.8055555555555556,0.14878512148785122,True,False,12,12,0.29757024297570245,False,underpowered
enable-meaningful-choices,enhance-human-capabilities,0.5972222222222222,0.8472222222222222,0.013888888888888888,0.7916666666666666,-0.25,0.7777777777777778,0.5277777777777778,0.3055555555555556,0.75,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enable-meaningful-choices,protect-dignity-and-safety,0.5972222222222222,-0.06944444444444445,0.6527777777777778,0.6111111111111112,0.6666666666666666,-0.04166666666666663,0.625,0.3194444444444444,0.9305555555555556,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enable-meaningful-choices,foster-healthy-relationships,0.5972222222222222,-0.041666666666666664,0.6805555555555556,0.7638888888888888,0.6388888888888888,0.08333333333333326,0.7222222222222221,0.33333333333333326,1.1111111111111112,0.00039996000399960006,True,True,12,12,0.005599440055994401,True,
enable-meaningful-choices,prioritize-long-term-wellbeing,0.5972222222222222,0.7916666666666666,0.5972222222222222,0.9027777777777778,-0.19444444444444442,0.3055555555555556,0.11111111111111116,-0.1527777777777778,0.36111111111111105,0.40675932406759324,True,False,12,12,0.40675932406759324,False,bounded near zero
enable-meaningful-choices,be-transparent-and-honest,0.5972222222222222,-0.3472222222222222,-0.125,0.3333333333333333,0.9444444444444444,0.4583333333333333,1.4027777777777777,1.0277777777777777,1.7638888888888888,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enable-meaningful-choices,design-for-equity-and-inclusion,0.5972222222222222,-0.08333333333333333,0.09722222222222222,0.4166666666666667,0.6805555555555556,0.3194444444444445,1.0,0.6666666666666666,1.3333333333333333,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enhance-human-capabilities,protect-dignity-and-safety,0.7916666666666666,-0.3611111111111111,0.8472222222222222,0.6111111111111112,1.1527777777777777,-0.23611111111111105,0.9166666666666666,0.6805555555555555,1.1527777777777777,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enhance-human-capabilities,foster-healthy-relationships,0.7916666666666666,-0.19444444444444445,0.9166666666666666,0.7638888888888888,0.986111111111111,-0.1527777777777778,0.8333333333333333,0.513888888888889,1.125,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enhance-human-capabilities,prioritize-long-term-wellbeing,0.7916666666666666,0.25,0.9166666666666666,0.9027777777777778,0.5416666666666666,-0.01388888888888884,0.5277777777777778,0.23611111111111116,0.8472222222222222,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enhance-human-capabilities,be-transparent-and-honest,0.7916666666666666,-0.4027777777777778,0.06944444444444445,0.3333333333333333,1.1944444444444444,0.26388888888888884,1.4583333333333333,1.0138888888888888,1.861111111111111,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enhance-human-capabilities,design-for-equity-and-inclusion,0.7916666666666666,-0.19444444444444445,0.3194444444444444,0.4166666666666667,0.986111111111111,0.09722222222222227,1.0833333333333333,0.8333333333333333,1.347222222222222,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
protect-dignity-and-safety,foster-healthy-relationships,0.6111111111111112,0.7361111111111112,0.3611111111111111,0.7638888888888888,-0.125,0.40277777777777773,0.27777777777777773,0.01388888888888884,0.5416666666666667,0.043195680431956804,True,True,12,12,0.196980301969803,False,"directional, uncorrected"
protect-dignity-and-safety,prioritize-long-term-wellbeing,0.6111111111111112,0.8194444444444444,0.2916666666666667,0.9027777777777778,-0.20833333333333326,0.6111111111111112,0.4027777777777779,0.19444444444444442,0.6111111111111112,0.00039996000399960006,True,True,12,12,0.005599440055994401,True,
protect-dignity-and-safety,be-transparent-and-honest,0.6111111111111112,-0.4305555555555556,-0.3472222222222222,0.3333333333333333,1.0416666666666667,0.6805555555555556,1.7222222222222223,1.3888888888888888,2.0555555555555554,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
protect-dignity-and-safety,design-for-equity-and-inclusion,0.6111111111111112,0.4027777777777778,-0.09722222222222222,0.4166666666666667,0.20833333333333337,0.513888888888889,0.7222222222222223,0.4027777777777778,1.027777777777778,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
foster-healthy-relationships,prioritize-long-term-wellbeing,0.7638888888888888,0.9444444444444444,0.4166666666666667,0.9027777777777778,-0.18055555555555558,0.4861111111111111,0.3055555555555555,0.01388888888888895,0.6111111111111112,0.039396060393960604,True,True,12,12,0.196980301969803,False,"directional, uncorrected"
foster-healthy-relationships,be-transparent-and-honest,0.7638888888888888,-0.5,-0.3055555555555556,0.3333333333333333,1.2638888888888888,0.6388888888888888,1.9027777777777777,1.5416666666666667,2.25,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
foster-healthy-relationships,design-for-equity-and-inclusion,0.7638888888888888,0.2638888888888889,-0.2222222222222222,0.4166666666666667,0.49999999999999994,0.6388888888888888,1.1388888888888888,0.763888888888889,1.5,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
prioritize-long-term-wellbeing,be-transparent-and-honest,0.9027777777777778,-0.5,-0.375,0.3333333333333333,1.4027777777777777,0.7083333333333333,2.1111111111111107,1.75,2.458333333333333,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
prioritize-long-term-wellbeing,design-for-equity-and-inclusion,0.9027777777777778,0.19444444444444445,0.05555555555555555,0.4166666666666667,0.7083333333333334,0.36111111111111116,1.0694444444444446,0.7222222222222222,1.4305555555555556,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
be-transparent-and-honest,design-for-equity-and-inclusion,0.3333333333333333,-0.3333333333333333,-0.375,0.4166666666666667,0.6666666666666666,0.7916666666666667,1.4583333333333335,0.9861111111111112,1.9027777777777777,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
